date,hour,cars_present
2024-08-23,17,67
2024-08-23,18,58
2024-08-23,19,60
2024-08-23,20,56
2024-08-23,21,63
2024-08-23,22,67
2024-08-23,23,79
2024-08-24,0,75
2024-08-24,1,72
2024-08-24,2,73
2024-08-24,3,69
2024-08-24,4,63
2024-08-24,5,53
2024-08-24,6,66
2024-08-24,7,61
2024-08-24,8,59
2024-08-24,9,58
2024-08-24,10,58
2024-08-24,11,60
2024-08-24,12,60
2024-08-24,13,66
2024-08-24,14,70
2024-08-24,15,70
2024-08-24,16,64
2024-08-24,17,71
2024-08-24,18,69
2024-08-24,19,61
2024-08-24,20,66
2024-08-24,21,70
2024-08-24,22,73
2024-08-24,23,74
2024-08-25,0,70
2024-08-25,1,72
2024-08-25,2,77
2024-08-25,3,75
2024-08-25,4,80
2024-08-25,5,79
2024-08-25,6,66
2024-08-25,7,65
2024-08-25,8,64
2024-08-25,9,63
2024-08-25,10,57
2024-08-25,11,61
2024-08-25,12,59
2024-08-25,13,56
2024-08-25,14,59
2024-08-25,15,60
2024-08-25,16,55
2024-08-25,17,57
2024-08-25,18,54
2024-08-25,19,56
2024-08-25,20,57
2024-08-25,21,57
2024-08-25,22,54
2024-08-25,23,53
2024-08-26,0,59
2024-08-26,1,60
2024-08-26,2,55
2024-08-26,3,57
2024-08-26,4,59
2024-08-26,5,58
2024-08-26,6,53
2024-08-26,7,61
2024-08-26,8,59
2024-08-26,9,62
2024-08-26,10,62
2024-08-26,11,63
2024-08-26,12,68
2024-08-26,13,70
2024-08-26,14,67
2024-08-26,15,69
2024-08-26,16,63
2024-08-26,17,59
2024-08-26,18,59
2024-08-26,19,63
2024-08-26,20,72
2024-08-26,21,74
2024-08-26,22,73
2024-08-26,23,78
2024-08-27,0,84
2024-08-27,1,78
2024-08-27,2,78
2024-08-27,3,71
2024-08-27,4,69
2024-08-27,5,70
2024-08-27,6,74
2024-08-27,7,75
2024-08-27,8,67
2024-08-27,9,57
2024-08-27,10,58
2024-08-27,11,58
2024-08-27,12,59
2024-08-27,13,63
2024-08-27,14,64
2024-08-27,15,66
2024-08-27,16,65
2024-08-27,17,68
2024-08-27,18,72
2024-08-27,19,64
2024-08-27,20,64
2024-08-27,21,64
2024-08-27,22,61
2024-08-27,23,60
2024-08-28,0,59
2024-08-28,1,50
2024-08-28,2,51
2024-08-28,3,48
2024-08-28,4,51
2024-08-28,5,48
2024-08-28,6,52
2024-08-28,7,56
2024-08-28,8,58
2024-08-28,9,52
2024-08-28,10,53
2024-08-28,11,49
2024-08-28,12,49
2024-08-28,13,54
2024-08-28,14,52
2024-08-28,15,51
2024-08-28,16,57
2024-08-28,17,57
2024-08-28,18,56
2024-08-28,19,56
2024-08-28,20,52
2024-08-28,21,59
2024-08-28,22,59
2024-08-28,23,57
2024-08-29,0,58
2024-08-29,1,68
2024-08-29,2,62
2024-08-29,3,63
2024-08-29,4,67
2024-08-29,5,73
2024-08-29,6,70
2024-08-29,7,59
2024-08-29,8,54
2024-08-29,9,56
2024-08-29,10,54
2024-08-29,11,57
2024-08-29,12,62
2024-08-29,13,63
2024-08-29,14,67
2024-08-29,15,65
2024-08-29,16,66
2024-08-29,17,76
2024-08-29,18,77
2024-08-29,19,73
2024-08-29,20,71
2024-08-29,21,64
2024-08-29,22,67
2024-08-29,23,66
2024-08-30,0,57
2024-08-30,1,59
2024-08-30,2,63
2024-08-30,3,64
2024-08-30,4,62
2024-08-30,5,63
2024-08-30,6,57
2024-08-30,7,59
2024-08-30,8,55
2024-08-30,9,56
2024-08-30,10,56
2024-08-30,11,53
2024-08-30,12,52
2024-08-30,13,56
2024-08-30,14,52
2024-08-30,15,54
2024-08-30,16,54
2024-08-30,17,52
2024-08-30,18,55
2024-08-30,19,59
2024-08-30,20,57
2024-08-30,21,57
2024-08-30,22,51
2024-08-30,23,46
2024-08-31,0,49
2024-08-31,1,51
2024-08-31,2,52
2024-08-31,3,44
2024-08-31,4,46
2024-08-31,5,53
2024-08-31,6,61
2024-08-31,7,62
2024-08-31,8,63
2024-08-31,9,63
2024-08-31,10,67
2024-08-31,11,71
2024-08-31,12,73
2024-08-31,13,74
2024-08-31,14,67
2024-08-31,15,70
2024-08-31,16,70
2024-08-31,17,63
2024-08-31,18,62
2024-08-31,19,62
2024-08-31,20,56
2024-08-31,21,51
2024-08-31,22,56
2024-08-31,23,56
2024-09-01,0,57
2024-09-01,1,53
2024-09-01,2,48
2024-09-01,3,52
2024-09-01,4,53
2024-09-01,5,50
2024-09-01,6,54
2024-09-01,7,53
2024-09-01,8,55
2024-09-01,9,48
2024-09-01,10,51
2024-09-01,11,50
2024-09-01,12,63
2024-09-01,13,67
2024-09-01,14,65
2024-09-01,15,67
2024-09-01,16,70
2024-09-01,17,62
2024-09-01,18,55
2024-09-01,19,55
2024-09-01,20,57
2024-09-01,21,62
2024-09-01,22,59
2024-09-01,23,55
2024-09-02,0,56
2024-09-02,1,60
2024-09-02,2,57
2024-09-02,3,52
2024-09-02,4,52
2024-09-02,5,44
2024-09-02,6,47
2024-09-02,7,47
2024-09-02,8,56
2024-09-02,9,45
2024-09-02,10,42
2024-09-02,11,40
2024-09-02,12,43
2024-09-02,13,52
2024-09-02,14,56
2024-09-02,15,59
2024-09-02,16,62
2024-09-02,17,65
2024-09-02,18,61
2024-09-02,19,67
2024-09-02,20,64
2024-09-02,21,60
2024-09-02,22,53
2024-09-02,23,52
2024-09-03,0,46
2024-09-03,1,49
2024-09-03,2,50
2024-09-03,3,48
2024-09-03,4,59
2024-09-03,5,62
2024-09-03,6,65
2024-09-03,7,64
2024-09-03,8,64
2024-09-03,9,65
2024-09-03,10,63
2024-09-03,11,57
2024-09-03,12,51
2024-09-03,13,51
2024-09-03,14,50
2024-09-03,15,50
2024-09-03,16,50
2024-09-03,17,49
2024-09-03,18,45
2024-09-03,19,49
2024-09-03,20,52
2024-09-03,21,56
2024-09-03,22,56
2024-09-03,23,56
2024-09-04,0,53
2024-09-04,1,55
2024-09-04,2,53
2024-09-04,3,51
2024-09-04,4,49
2024-09-04,5,52
2024-09-04,6,45
2024-09-04,7,49
2024-09-04,8,48
2024-09-04,9,44
2024-09-04,10,52
2024-09-04,11,57
2024-09-04,12,60
2024-09-04,13,62
2024-09-04,14,63
2024-09-04,15,57
2024-09-04,16,59
2024-09-04,17,57
2024-09-04,18,59
2024-09-04,19,59
2024-09-04,20,60
2024-09-04,21,66
2024-09-04,22,59
2024-09-04,23,59
2024-09-05,0,64
2024-09-05,1,68
2024-09-05,2,64
2024-09-05,3,58
2024-09-05,4,61
2024-09-05,5,64
2024-09-05,6,57
2024-09-05,7,63
2024-09-05,8,68
2024-09-05,9,62
2024-09-05,10,54
2024-09-05,11,59
2024-09-05,12,62
2024-09-05,13,57
2024-09-05,14,57
2024-09-05,15,57
2024-09-05,16,56
2024-09-05,17,49
2024-09-05,18,49
2024-09-05,19,50
2024-09-05,20,53
2024-09-05,21,60
2024-09-05,22,59
2024-09-05,23,57
2024-09-06,0,59
2024-09-06,1,52
2024-09-06,2,51
2024-09-06,3,58
2024-09-06,4,63
2024-09-06,5,69
2024-09-06,6,73
2024-09-06,7,66
2024-09-06,8,61
2024-09-06,9,64
2024-09-06,10,60
2024-09-06,11,63
2024-09-06,12,71
2024-09-06,13,72
2024-09-06,14,71
2024-09-06,15,73
2024-09-06,16,74
2024-09-06,17,69
2024-09-06,18,69
2024-09-06,19,68
2024-09-06,20,66
2024-09-06,21,65
2024-09-06,22,69
2024-09-06,23,67
2024-09-07,0,65
2024-09-07,1,65
2024-09-07,2,65
2024-09-07,3,67
2024-09-07,4,66
2024-09-07,5,61
2024-09-07,6,61
2024-09-07,7,59
2024-09-07,8,57
2024-09-07,9,54
2024-09-07,10,56
2024-09-07,11,56
2024-09-07,12,59
2024-09-07,13,59
2024-09-07,14,61
2024-09-07,15,57
2024-09-07,16,61
2024-09-07,17,56
2024-09-07,18,47
2024-09-07,19,50
2024-09-07,20,47
2024-09-07,21,49
2024-09-07,22,55
2024-09-07,23,52
2024-09-08,0,55
2024-09-08,1,54
2024-09-08,2,52
2024-09-08,3,55
2024-09-08,4,59
2024-09-08,5,62
2024-09-08,6,61
2024-09-08,7,59
2024-09-08,8,61
2024-09-08,9,57
2024-09-08,10,54
2024-09-08,11,57
2024-09-08,12,54
2024-09-08,13,58
2024-09-08,14,57
2024-09-08,15,55
2024-09-08,16,54
2024-09-08,17,53
2024-09-08,18,52
2024-09-08,19,61
2024-09-08,20,63
2024-09-08,21,57
2024-09-08,22,54
2024-09-08,23,58
2024-09-09,0,56
2024-09-09,1,48
2024-09-09,2,53
2024-09-09,3,49
2024-09-09,4,53
2024-09-09,5,54
2024-09-09,6,49
2024-09-09,7,54
2024-09-09,8,62
2024-09-09,9,59
2024-09-09,10,64
2024-09-09,11,62
2024-09-09,12,61
2024-09-09,13,57
2024-09-09,14,58
2024-09-09,15,56
2024-09-09,16,56
2024-09-09,17,57
2024-09-09,18,55
2024-09-09,19,56
2024-09-09,20,52
2024-09-09,21,51
2024-09-09,22,47
2024-09-09,23,53
2024-09-10,0,60
2024-09-10,1,65
2024-09-10,2,70
2024-09-10,3,66
2024-09-10,4,68
2024-09-10,5,69
2024-09-10,6,68
2024-09-10,7,65
2024-09-10,8,58
2024-09-10,9,61
2024-09-10,10,57
2024-09-10,11,57
2024-09-10,12,51
2024-09-10,13,49
2024-09-10,14,47
2024-09-10,15,51
2024-09-10,16,53
2024-09-10,17,58
2024-09-10,18,57
2024-09-10,19,65
2024-09-10,20,69
2024-09-10,21,66
2024-09-10,22,71
2024-09-10,23,78
2024-09-11,0,71
2024-09-11,1,74
2024-09-11,2,67
2024-09-11,3,68
2024-09-11,4,67
2024-09-11,5,61
2024-09-11,6,60
2024-09-11,7,61
2024-09-11,8,63
2024-09-11,9,66
2024-09-11,10,61
2024-09-11,11,55
2024-09-11,12,53
2024-09-11,13,52
2024-09-11,14,55
2024-09-11,15,55
2024-09-11,16,61
2024-09-11,17,63
2024-09-11,18,61
2024-09-11,19,61
2024-09-11,20,68
2024-09-11,21,70
2024-09-11,22,65
2024-09-11,23,62
2024-09-12,0,65
2024-09-12,1,62
2024-09-12,2,59
2024-09-12,3,55
2024-09-12,4,62
2024-09-12,5,60
2024-09-12,6,59
2024-09-12,7,67
2024-09-12,8,63
2024-09-12,9,68
2024-09-12,10,62
2024-09-12,11,59
2024-09-12,12,62
2024-09-12,13,55
2024-09-12,14,57
2024-09-12,15,57
2024-09-12,16,54
2024-09-12,17,57
2024-09-12,18,60
2024-09-12,19,53
2024-09-12,20,58
2024-09-12,21,63
2024-09-12,22,65
2024-09-12,23,64
2024-09-13,0,57
2024-09-13,1,62
2024-09-13,2,62
2024-09-13,3,59
2024-09-13,4,55
2024-09-13,5,52
2024-09-13,6,54
2024-09-13,7,52
2024-09-13,8,54
2024-09-13,9,55
2024-09-13,10,54
2024-09-13,11,57
2024-09-13,12,53
2024-09-13,13,49
2024-09-13,14,50
2024-09-13,15,51
2024-09-13,16,59
2024-09-13,17,60
2024-09-13,18,58
2024-09-13,19,64
2024-09-13,20,60
2024-09-13,21,61
2024-09-13,22,71
2024-09-13,23,62
2024-09-14,0,60
2024-09-14,1,59
2024-09-14,2,55
2024-09-14,3,54
2024-09-14,4,50
2024-09-14,5,45
2024-09-14,6,48
2024-09-14,7,50
2024-09-14,8,51
2024-09-14,9,48
2024-09-14,10,48
2024-09-14,11,50
2024-09-14,12,50
2024-09-14,13,49
2024-09-14,14,47
2024-09-14,15,49
2024-09-14,16,44
2024-09-14,17,41
2024-09-14,18,41
2024-09-14,19,43
2024-09-14,20,47
2024-09-14,21,43
2024-09-14,22,43
2024-09-14,23,41
2024-09-15,0,46
2024-09-15,1,45
2024-09-15,2,45
2024-09-15,3,47
2024-09-15,4,45
2024-09-15,5,52
2024-09-15,6,48
2024-09-15,7,48
2024-09-15,8,47
2024-09-15,9,53
2024-09-15,10,59
2024-09-15,11,72
2024-09-15,12,74
2024-09-15,13,79
2024-09-15,14,76
2024-09-15,15,80
2024-09-15,16,65
2024-09-15,17,65
2024-09-15,18,63
2024-09-15,19,66
2024-09-15,20,68
2024-09-15,21,68
2024-09-15,22,69
2024-09-15,23,77
2024-09-16,0,77
2024-09-16,1,67
2024-09-16,2,53
2024-09-16,3,44
2024-09-16,4,37
2024-09-16,5,32
2024-09-16,6,22
2024-09-16,7,17
2024-09-16,8,11
2024-09-16,9,4
2024-09-16,10,3
2024-09-16,11,1
2025-08-15,1,8
2025-08-15,2,13
2025-08-15,3,17
2025-08-15,4,30
2025-08-15,5,35
2025-08-15,6,48
2025-08-15,7,45
2025-08-15,8,47
2025-08-15,9,54
2025-08-15,10,57
2025-08-15,11,60
2025-08-15,12,59
2025-08-15,13,64
2025-08-15,14,63
2025-08-15,15,54
2025-08-15,16,57
2025-08-15,17,57
2025-08-15,18,56
2025-08-15,19,57
2025-08-15,20,49
2025-08-15,21,53
2025-08-15,22,57
2025-08-15,23,56
2025-08-16,0,60
2025-08-16,1,59
2025-08-16,2,60
2025-08-16,3,58
2025-08-16,4,50
2025-08-16,5,52
2025-08-16,6,54
2025-08-16,7,54
2025-08-16,8,54
2025-08-16,9,60
2025-08-16,10,59
2025-08-16,11,59
2025-08-16,12,59
2025-08-16,13,69
2025-08-16,14,67
2025-08-16,15,65
2025-08-16,16,66
2025-08-16,17,57
2025-08-16,18,53
2025-08-16,19,60
2025-08-16,20,63
2025-08-16,21,56
2025-08-16,22,59
2025-08-16,23,59
2025-08-17,0,50
2025-08-17,1,49
2025-08-17,2,54
2025-08-17,3,60
2025-08-17,4,63
2025-08-17,5,62
2025-08-17,6,56
2025-08-17,7,56
2025-08-17,8,57
2025-08-17,9,61
2025-08-17,10,63
2025-08-17,11,60
2025-08-17,12,62
2025-08-17,13,65
2025-08-17,14,65
2025-08-17,15,65
2025-08-17,16,64
2025-08-17,17,59
2025-08-17,18,53
2025-08-17,19,57
2025-08-17,20,59
2025-08-17,21,56
2025-08-17,22,55
2025-08-17,23,51
2025-08-18,0,50
2025-08-18,1,50
2025-08-18,2,48
2025-08-18,3,42
2025-08-18,4,44
2025-08-18,5,44
2025-08-18,6,46
2025-08-18,7,49
2025-08-18,8,56
2025-08-18,9,58
2025-08-18,10,53
2025-08-18,11,53
2025-08-18,12,52
2025-08-18,13,53
2025-08-18,14,55
2025-08-18,15,50
2025-08-18,16,56
2025-08-18,17,53
2025-08-18,18,54
2025-08-18,19,50
2025-08-18,20,55
2025-08-18,21,54
2025-08-18,22,54
2025-08-18,23,52
2025-08-19,0,56
2025-08-19,1,63
2025-08-19,2,61
2025-08-19,3,59
2025-08-19,4,59
2025-08-19,5,62
2025-08-19,6,60
2025-08-19,7,62
2025-08-19,8,65
2025-08-19,9,61
2025-08-19,10,52
2025-08-19,11,62
2025-08-19,12,60
2025-08-19,13,60
2025-08-19,14,63
2025-08-19,15,61
2025-08-19,16,58
2025-08-19,17,59
2025-08-19,18,65
2025-08-19,19,65
2025-08-19,20,65
2025-08-19,21,66
2025-08-19,22,65
2025-08-19,23,68
2025-08-20,0,62
2025-08-20,1,61
2025-08-20,2,63
2025-08-20,3,66
2025-08-20,4,64
2025-08-20,5,63
2025-08-20,6,56
2025-08-20,7,62
2025-08-20,8,66
2025-08-20,9,64
2025-08-20,10,70
2025-08-20,11,72
2025-08-20,12,68
2025-08-20,13,67
2025-08-20,14,73
2025-08-20,15,69
2025-08-20,16,69
2025-08-20,17,69
2025-08-20,18,59
2025-08-20,19,63
2025-08-20,20,63
2025-08-20,21,59
2025-08-20,22,64
2025-08-20,23,67
2025-08-21,0,64
2025-08-21,1,62
2025-08-21,2,60
2025-08-21,3,62
2025-08-21,4,64
2025-08-21,5,60
2025-08-21,6,61
2025-08-21,7,73
2025-08-21,8,65
2025-08-21,9,68
2025-08-21,10,72
2025-08-21,11,75
2025-08-21,12,70
2025-08-21,13,67
2025-08-21,14,73
2025-08-21,15,75
2025-08-21,16,68
2025-08-21,17,63
2025-08-21,18,59
2025-08-21,19,54
2025-08-21,20,57
2025-08-21,21,62
2025-08-21,22,58
2025-08-21,23,60
2025-08-22,0,61
2025-08-22,1,70
2025-08-22,2,60
2025-08-22,3,57
2025-08-22,4,54
2025-08-22,5,57
2025-08-22,6,56
2025-08-22,7,58
2025-08-22,8,58
2025-08-22,9,59
2025-08-22,10,63
2025-08-22,11,67
2025-08-22,12,64
2025-08-22,13,61
2025-08-22,14,55
2025-08-22,15,55
2025-08-22,16,57
2025-08-22,17,52
2025-08-22,18,52
2025-08-22,19,55
2025-08-22,20,53
2025-08-22,21,50
2025-08-22,22,55
2025-08-22,23,57
2025-08-23,0,56
2025-08-23,1,52
2025-08-23,2,59
2025-08-23,3,63
2025-08-23,4,52
2025-08-23,5,53
2025-08-23,6,56
2025-08-23,7,60
2025-08-23,8,53
2025-08-23,9,56
2025-08-23,10,53
2025-08-23,11,48
2025-08-23,12,47
2025-08-23,13,50
2025-08-23,14,59
2025-08-23,15,67
2025-08-23,16,70
2025-08-23,17,68
2025-08-23,18,60
2025-08-23,19,66
2025-08-23,20,74
2025-08-23,21,76
2025-08-23,22,89
2025-08-23,23,86
2025-08-24,0,81
2025-08-24,1,79
2025-08-24,2,72
2025-08-24,3,68
2025-08-24,4,61
2025-08-24,5,50
2025-08-24,6,56
2025-08-24,7,56
2025-08-24,8,60
2025-08-24,9,64
2025-08-24,10,57
2025-08-24,11,59
2025-08-24,12,61
2025-08-24,13,57
2025-08-24,14,51
2025-08-24,15,51
2025-08-24,16,46
2025-08-24,17,51
2025-08-24,18,46
2025-08-24,19,49
2025-08-24,20,54
2025-08-24,21,54
2025-08-24,22,53
2025-08-24,23,51
2025-08-25,0,47
2025-08-25,1,47
2025-08-25,2,48
2025-08-25,3,47
2025-08-25,4,50
2025-08-25,5,46
2025-08-25,6,47
2025-08-25,7,45
2025-08-25,8,46
2025-08-25,9,42
2025-08-25,10,45
2025-08-25,11,49
2025-08-25,12,53
2025-08-25,13,52
2025-08-25,14,57
2025-08-25,15,60
2025-08-25,16,68
2025-08-25,17,67
2025-08-25,18,67
2025-08-25,19,69
2025-08-25,20,67
2025-08-25,21,68
2025-08-25,22,68
2025-08-25,23,64
2025-08-26,0,57
2025-08-26,1,62
2025-08-26,2,62
2025-08-26,3,61
2025-08-26,4,61
2025-08-26,5,60
2025-08-26,6,58
2025-08-26,7,57
2025-08-26,8,54
2025-08-26,9,55
2025-08-26,10,56
2025-08-26,11,58
2025-08-26,12,63
2025-08-26,13,59
2025-08-26,14,60
2025-08-26,15,60
2025-08-26,16,63
2025-08-26,17,65
2025-08-26,18,66
2025-08-26,19,63
2025-08-26,20,58
2025-08-26,21,61
2025-08-26,22,55
2025-08-26,23,53
2025-08-27,0,53
2025-08-27,1,58
2025-08-27,2,63
2025-08-27,3,64
2025-08-27,4,67
2025-08-27,5,75
2025-08-27,6,86
2025-08-27,7,81
2025-08-27,8,79
2025-08-27,9,70
2025-08-27,10,67
2025-08-27,11,64
2025-08-27,12,55
2025-08-27,13,49
2025-08-27,14,50
2025-08-27,15,51
2025-08-27,16,51
2025-08-27,17,51
2025-08-27,18,48
2025-08-27,19,56
2025-08-27,20,50
2025-08-27,21,54
2025-08-27,22,60
2025-08-27,23,61
2025-08-28,0,63
2025-08-28,1,65
2025-08-28,2,61
2025-08-28,3,60
2025-08-28,4,63
2025-08-28,5,66
2025-08-28,6,61
2025-08-28,7,59
2025-08-28,8,56
2025-08-28,9,53
2025-08-28,10,55
2025-08-28,11,52
2025-08-28,12,49
2025-08-28,13,54
2025-08-28,14,66
2025-08-28,15,66
2025-08-28,16,68
2025-08-28,17,63
2025-08-28,18,65
2025-08-28,19,65
2025-08-28,20,59
2025-08-28,21,60
2025-08-28,22,65
2025-08-28,23,64
2025-08-29,0,61
2025-08-29,1,61
2025-08-29,2,56
2025-08-29,3,52
2025-08-29,4,49
2025-08-29,5,51
2025-08-29,6,57
2025-08-29,7,64
2025-08-29,8,59
2025-08-29,9,64
2025-08-29,10,63
2025-08-29,11,65
2025-08-29,12,63
2025-08-29,13,64
2025-08-29,14,61
2025-08-29,15,58
2025-08-29,16,59
2025-08-29,17,56
2025-08-29,18,58
2025-08-29,19,61
2025-08-29,20,68
2025-08-29,21,64
2025-08-29,22,65
2025-08-29,23,61
2025-08-30,0,55
2025-08-30,1,59
2025-08-30,2,65
2025-08-30,3,62
2025-08-30,4,55
2025-08-30,5,56
2025-08-30,6,54
2025-08-30,7,53
2025-08-30,8,62
2025-08-30,9,65
2025-08-30,10,65
2025-08-30,11,57
2025-08-30,12,57
2025-08-30,13,58
2025-08-30,14,56
2025-08-30,15,56
2025-08-30,16,54
2025-08-30,17,49
2025-08-30,18,57
2025-08-30,19,61
2025-08-30,20,60
2025-08-30,21,53
2025-08-30,22,54
2025-08-30,23,59
2025-08-31,0,51
2025-08-31,1,48
2025-08-31,2,44
2025-08-31,3,49
2025-08-31,4,46
2025-08-31,5,49
2025-08-31,6,55
2025-08-31,7,62
2025-08-31,8,62
2025-08-31,9,60
2025-08-31,10,58
2025-08-31,11,57
2025-08-31,12,55
2025-08-31,13,60
2025-08-31,14,53
2025-08-31,15,56
2025-08-31,16,54
2025-08-31,17,61
2025-08-31,18,55
2025-08-31,19,57
2025-08-31,20,54
2025-08-31,21,54
2025-08-31,22,49
2025-08-31,23,44
2025-09-01,0,44
2025-09-01,1,50
2025-09-01,2,54
2025-09-01,3,51
2025-09-01,4,51
2025-09-01,5,56
2025-09-01,6,50
2025-09-01,7,48
2025-09-01,8,48
2025-09-01,9,50
2025-09-01,10,55
2025-09-01,11,61
2025-09-01,12,62
2025-09-01,13,67
2025-09-01,14,60
2025-09-01,15,66
2025-09-01,16,66
2025-09-01,17,60
2025-09-01,18,54
2025-09-01,19,51
2025-09-01,20,61
2025-09-01,21,60
2025-09-01,22,63
2025-09-01,23,67
2025-09-02,0,66
2025-09-02,1,70
2025-09-02,2,68
2025-09-02,3,66
2025-09-02,4,68
2025-09-02,5,70
2025-09-02,6,74
2025-09-02,7,73
2025-09-02,8,61
2025-09-02,9,59
2025-09-02,10,52
2025-09-02,11,49
2025-09-02,12,53
2025-09-02,13,53
2025-09-02,14,58
2025-09-02,15,62
2025-09-02,16,59
2025-09-02,17,68
2025-09-02,18,64
2025-09-02,19,64
2025-09-02,20,58
2025-09-02,21,66
2025-09-02,22,69
2025-09-02,23,66
2025-09-03,0,59
2025-09-03,1,65
2025-09-03,2,55
2025-09-03,3,54
2025-09-03,4,56
2025-09-03,5,58
2025-09-03,6,62
2025-09-03,7,65
2025-09-03,8,62
2025-09-03,9,65
2025-09-03,10,57
2025-09-03,11,50
2025-09-03,12,50
2025-09-03,13,47
2025-09-03,14,53
2025-09-03,15,53
2025-09-03,16,48
2025-09-03,17,52
2025-09-03,18,50
2025-09-03,19,51
2025-09-03,20,53
2025-09-03,21,48
2025-09-03,22,52
2025-09-03,23,49
2025-09-04,0,51
2025-09-04,1,58
2025-09-04,2,64
2025-09-04,3,65
2025-09-04,4,61
2025-09-04,5,62
2025-09-04,6,65
2025-09-04,7,62
2025-09-04,8,61
2025-09-04,9,57
2025-09-04,10,55
2025-09-04,11,56
2025-09-04,12,66
2025-09-04,13,60
2025-09-04,14,60
2025-09-04,15,63
2025-09-04,16,62
2025-09-04,17,60
2025-09-04,18,65
2025-09-04,19,64
2025-09-04,20,63
2025-09-04,21,65
2025-09-04,22,63
2025-09-04,23,60
2025-09-05,0,65
2025-09-05,1,70
2025-09-05,2,69
2025-09-05,3,65
2025-09-05,4,64
2025-09-05,5,69
2025-09-05,6,69
2025-09-05,7,58
2025-09-05,8,62
2025-09-05,9,63
2025-09-05,10,58
2025-09-05,11,53
2025-09-05,12,53
2025-09-05,13,52
2025-09-05,14,50
2025-09-05,15,46
2025-09-05,16,51
2025-09-05,17,53
2025-09-05,18,51
2025-09-05,19,54
2025-09-05,20,58
2025-09-05,21,59
2025-09-05,22,61
2025-09-05,23,72
2025-09-06,0,68
2025-09-06,1,71
2025-09-06,2,57
2025-09-06,3,51
2025-09-06,4,55
2025-09-06,5,61
2025-09-06,6,57
2025-09-06,7,57
2025-09-06,8,65
2025-09-06,9,65
2025-09-06,10,62
2025-09-06,11,60
2025-09-06,12,59
2025-09-06,13,58
2025-09-06,14,69
2025-09-06,15,67
2025-09-06,16,64
2025-09-06,17,57
2025-09-06,18,53
2025-09-06,19,54
2025-09-06,20,57
2025-09-06,21,57
2025-09-06,22,51
2025-09-06,23,53
2025-09-07,0,57
2025-09-07,1,59
2025-09-07,2,60
2025-09-07,3,55
2025-09-07,4,48
2025-09-07,5,45
2025-09-07,6,45
2025-09-07,7,47
2025-09-07,8,39
2025-09-07,9,40
2025-09-07,10,45
2025-09-07,11,46
2025-09-07,12,49
2025-09-07,13,49
2025-09-07,14,56
2025-09-07,15,51
2025-09-07,16,55
2025-09-07,17,55
2025-09-07,18,56
2025-09-07,19,52
2025-09-07,20,50
2025-09-07,21,52
2025-09-07,22,50
2025-09-07,23,44
2025-09-08,0,45
2025-09-08,1,48
2025-09-08,2,48
2025-09-08,3,43
2025-09-08,4,42
2025-09-08,5,50
2025-09-08,6,52
2025-09-08,7,55
2025-09-08,8,51
2025-09-08,9,48
2025-09-08,10,50
2025-09-08,11,44
2025-09-08,12,51
2025-09-08,13,46
2025-09-08,14,48
2025-09-08,15,49
2025-09-08,16,51
2025-09-08,17,57
2025-09-08,18,55
2025-09-08,19,59
2025-09-08,20,64
2025-09-08,21,66
2025-09-08,22,68
2025-09-08,23,72
2025-09-09,0,71
2025-09-09,1,70
2025-09-09,2,66
2025-09-09,3,70
2025-09-09,4,63
2025-09-09,5,61
2025-09-09,6,59
2025-09-09,7,60
2025-09-09,8,66
2025-09-09,9,63
2025-09-09,10,55
2025-09-09,11,55
2025-09-09,12,51
2025-09-09,13,53
2025-09-09,14,63
2025-09-09,15,62
2025-09-09,16,62
2025-09-09,17,54
2025-09-09,18,51
2025-09-09,19,53
2025-09-09,20,58
2025-09-09,21,61
2025-09-09,22,58
2025-09-09,23,57
2025-09-10,0,51
2025-09-10,1,52
2025-09-10,2,49
2025-09-10,3,47
2025-09-10,4,50
2025-09-10,5,54
2025-09-10,6,52
2025-09-10,7,55
2025-09-10,8,63
2025-09-10,9,58
2025-09-10,10,58
2025-09-10,11,54
2025-09-10,12,58
2025-09-10,13,60
2025-09-10,14,59
2025-09-10,15,59
2025-09-10,16,56
2025-09-10,17,56
2025-09-10,18,58
2025-09-10,19,63
2025-09-10,20,62
2025-09-10,21,62
2025-09-10,22,60
2025-09-10,23,67
2025-09-11,0,69
2025-09-11,1,63
2025-09-11,2,60
2025-09-11,3,57
2025-09-11,4,56
2025-09-11,5,63
2025-09-11,6,59
2025-09-11,7,61
2025-09-11,8,63
2025-09-11,9,64
2025-09-11,10,64
2025-09-11,11,71
2025-09-11,12,65
2025-09-11,13,68
2025-09-11,14,67
2025-09-11,15,68
2025-09-11,16,56
2025-09-11,17,50
2025-09-11,18,52
2025-09-11,19,59
2025-09-11,20,60
2025-09-11,21,51
2025-09-11,22,52
2025-09-11,23,55
2025-09-12,0,58
2025-09-12,1,57
2025-09-12,2,61
2025-09-12,3,61
2025-09-12,4,66
2025-09-12,5,66
2025-09-12,6,68
2025-09-12,7,72
2025-09-12,8,79
2025-09-12,9,81
2025-09-12,10,85
2025-09-12,11,80
2025-09-12,12,78
2025-09-12,13,74
2025-09-12,14,71
2025-09-12,15,70
2025-09-12,16,64
2025-09-12,17,67
2025-09-12,18,68
2025-09-12,19,67
2025-09-12,20,70
2025-09-12,21,69
2025-09-12,22,62
2025-09-12,23,62
2025-09-13,0,68
2025-09-13,1,66
2025-09-13,2,65
2025-09-13,3,71
2025-09-13,4,63
